,price
407,22.6000000000001
408,22.6000000000001
409,22.6000000000001
410,22.6000000000001
411,22.6000000000001
412,22.6000000000001
413,22.6000000000001
414,22.6000000000001
415,22.6000000000001
416,22.6000000000001
417,22.6000000000001
418,22.6000000000001
419,22.6000000000001
420,22.6000000000001
421,22.6000000000001
422,22.6000000000001
423,22.6000000000001
424,22.6000000000001
425,22.6000000000001
426,22.6000000000001
427,22.6000000000001
428,22.6000000000001
429,22.6000000000001
430,22.6000000000001
431,22.6000000000001
432,22.6000000000001
433,22.6000000000001
434,22.6000000000001
435,22.6000000000001
436,22.6000000000001
437,22.6000000000001
438,22.6000000000001
439,22.6000000000001
440,22.6000000000001
441,22.6000000000001
442,22.6000000000001
443,22.6000000000001
444,22.6000000000001
445,22.6000000000001
446,22.6000000000001
447,22.6000000000001
448,22.6000000000001
449,22.6000000000001
450,22.6000000000001
451,22.6000000000001
452,22.6000000000001
453,22.6000000000001
454,22.6000000000001
455,22.6000000000001
456,22.6000000000001
457,22.6000000000001
458,22.6000000000001
459,22.6000000000001
460,22.6000000000001
461,22.6000000000001
462,22.6000000000001
463,22.6000000000001
464,22.6000000000001
465,22.6000000000001
466,22.6000000000001
467,22.6000000000001
468,22.6000000000001
469,22.6000000000001
470,22.6000000000001
471,22.6000000000001
472,22.6000000000001
473,22.6000000000001
474,22.6000000000001
475,22.6000000000001
476,22.6000000000001
477,22.6000000000001
478,22.6000000000001
479,22.6000000000001
480,22.6000000000001
481,22.6000000000001
482,22.6000000000001
483,22.6000000000001
484,22.6000000000001
485,22.6000000000001
486,22.6000000000001
487,22.6000000000001
488,22.6000000000001
489,22.6000000000001
490,22.6000000000001
491,22.6000000000001
492,22.6000000000001
493,22.6000000000001
494,22.6000000000001
495,22.6000000000001
496,22.6000000000001
497,22.6000000000001
498,22.6000000000001
499,22.6000000000001
500,22.6000000000001
501,22.6000000000001
502,22.6000000000001
503,22.6000000000001
504,22.6000000000001
505,22.6000000000001
506,22.6000000000001
507,22.6000000000001
508,22.6000000000001
509,22.6000000000001
510,22.6000000000001
511,22.6000000000001
512,22.6000000000001
513,22.6000000000001
514,22.6000000000001
515,22.6000000000001
516,22.6000000000001
517,22.6000000000001
518,22.6000000000001
519,22.6000000000001
520,22.6000000000001
521,22.6000000000001
522,22.6000000000001
523,22.6000000000001
524,22.6000000000001
525,22.6000000000001
526,22.6000000000001
527,22.6000000000001
528,22.6000000000001
529,22.6000000000001
530,22.6000000000001
531,22.6000000000001
532,22.6000000000001
533,22.6000000000001
534,22.6000000000001
535,22.6000000000001
536,22.6000000000001
537,22.6000000000001
538,22.6000000000001
539,22.6000000000001
540,22.6000000000001
541,22.6000000000001
542,22.6000000000001
543,22.6000000000001
544,22.6000000000001
545,22.6000000000001
546,22.6000000000001
547,22.6000000000001
548,22.6000000000001
549,22.6000000000001
550,22.6000000000001
551,22.6000000000001
552,22.6000000000001
553,22.6000000000001
554,22.6000000000001
555,22.6000000000001
556,22.6000000000001
557,22.6000000000001
558,22.6000000000001
559,22.6000000000001
560,22.6000000000001
561,22.6000000000001
562,22.6000000000001
563,22.6000000000001
564,22.6000000000001
565,22.6000000000001
566,22.6000000000001
567,22.6000000000001
568,22.6000000000001
569,22.6000000000001
570,22.6000000000001
571,22.6000000000001
572,22.6000000000001
573,22.6000000000001
574,22.6000000000001
575,22.6000000000001
576,22.6000000000001
577,22.6000000000001
578,22.6000000000001
579,22.6000000000001
580,22.6000000000001
581,22.6000000000001
582,22.6000000000001
583,22.6000000000001
584,22.6000000000001
585,22.6000000000001
586,22.6000000000001
587,22.6000000000001
588,22.6000000000001
589,22.6000000000001
590,22.6000000000001
591,22.6000000000001
592,22.6000000000001
593,22.6000000000001
594,22.6000000000001
595,22.6000000000001
596,22.6000000000001
597,22.6000000000001
598,22.6000000000001
599,22.6000000000001
600,22.6000000000001
601,22.6000000000001
602,22.6000000000001
603,22.6000000000001
604,22.6000000000001
605,22.6000000000001
606,22.6000000000001
607,22.6000000000001
608,22.6000000000001
609,22.6000000000001
610,22.6000000000001
611,22.6000000000001
612,22.6000000000001
613,22.6000000000001
614,22.6000000000001
615,22.6000000000001
616,22.6000000000001
617,22.6000000000001
618,22.6000000000001
619,22.6000000000001
620,22.6000000000001
621,22.6000000000001
622,22.6000000000001
623,22.6000000000001
624,22.6000000000001
625,22.6000000000001
626,22.6000000000001
627,22.6000000000001
628,22.6000000000001
629,22.6000000000001
630,22.6000000000001
631,22.6000000000001
632,22.6000000000001
